artist,album,track_name,release_date,popularity,genres,sub-genres,explicit,followers,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,tempo,duration_ms,time_signature,playlist,mood
Taylor Swift,1989,Shake It Off,2014-10-27,74,pop,,0,70367974,5xTtaWoae3wi06K5WfVUUH,0.647,0.785,7,-5.414,1,0,0,0,160.015,219200,4,playlist_2014,1
Alex & Sierra,It's About Us,Little Do You Know,2014-10-06,74,neo mellow, pop,0,1145419,1almCHdsfikRPfVB9VrEdT,0.5,0.292,0,-8.554,1,0,0,0,145.879,185200,4,playlist_2014,0
Meghan Trainor,Title (Deluxe),All About That Bass,2015-01-09,73,dance pop, hip pop,1,13097789,5jE48hhRu8E6zBDPRSkEq7,0.807,0.887,9,-3.726,1,0,0,0,134.052,187920,4,playlist_2014,1
Calvin Harris,Motion,Under Control (feat. Hurts),2014-10-31,73,dance pop, edm,0,23266323,4J7CKHCF3mdL4diUsmW8lq,0.544,0.915,8,-3.405,1,0,0,0,126.094,184280,4,playlist_2014,1
Chris Brown,X (Expanded Edition),Loyal (feat. Lil Wayne & Tyga),2014-09-16,73,dance pop, r&b,1,18930345,5BrTUo0xP1wKXLJWUaGFtk,0.841,0.522,10,-5.963,0,0,0,0,99.059,264947,4,playlist_2014,1
The Script,No Sound Without Silence,Superheroes,2014-09-15,73,celtic rock, dance pop,0,7784726,37sINbJZcFdHFAsVNsPq1i,0.49,0.885,3,-4.121,1,0,0,0,166.996,245467,4,playlist_2014,1
Echosmith,Talking Dreams (Deluxe Edition),Cool Kids,2013-10-04,73,indie poptimism, pop rock,0,595340,13P5rwmk2EsoFRIz9UCeh9,0.719,0.671,8,-6.279,1,0,0,0,130.027,237627,4,playlist_2014,1
Lilly Wood and The Prick,Prayer in C,Prayer in C - Robin Schulz Radio Edit,2014-05-16,72,french indie pop, french rock,0,242990,5fnA9mkIfScSqHIpeDyvck,0.763,0.875,9,-5.797,0,0,0,0,123.013,189413,4,playlist_2014,1
Milky Chance,Sadnecessary,Stolen Dance,2014-06-20,72,german pop,,0,1755765,6vECYJHxYmm3Ydt3fF01pE,0.885,0.581,11,-8.813,1,0,0,0,114.016,313684,4,playlist_2014,1
Paramore,Paramore,Ain't It Fun,2013-04-05,72,candy pop, pixie,0,7646419,1j8z4TTjJ1YOdoFEDwJTQa,0.61,0.893,9,-3.681,1,0,0,0,104.031,296520,4,playlist_2014,1
Coldplay,Ghost Stories,Magic,2014-05-19,72,permanent wave, pop,0,42767408,23khhseCLQqVMCIT1WMAns,0.738,0.482,6,-8.917,0,0,1,0,93.457,285014,4,playlist_2014,0
A Great Big World,Is There Anybody Out There?,Say Something,2014-01-20,72,neo mellow, piano rock,0,538960,6Vc5wAMmXdKIAM7WUoEb7N,0.407,0.147,2,-8.822,1,0,0,0,141.284,229400,3,playlist_2014,0
Jeremih,Late Nights: The Album,Don't Tell 'Em,2015-12-04,72,chicago rap, dance pop,1,6213746,0Dc7J9VPV4eOInoxUiZrsL,0.856,0.527,2,-5.225,1,0,0,0,98.052,266840,4,playlist_2014,0
Tove Lo,Queen Of The Clouds,Habits (Stay High),2014-01-01,72,dance pop, electropop,0,3318543,14OxJlLdcHNpgsm4DRwDOB,0.729,0.65,5,-3.539,1,0,0,0,110.02,209160,4,playlist_2014,0
Beyoncé,BEYONCÉ [Platinum Edition],Drunk in Love (feat. Jay-Z),2014-11-24,72,dance pop, pop,1,34011219,6jG2YzhxptolDzLHTGLt7S,0.583,0.621,5,-6.902,0,0,0,0,140.036,323480,4,playlist_2014,0
Route 94,My Love (feat. Jess Glynne),My Love (feat. Jess Glynne),2014-02-28,72,deep groove house, house,0,154229,61UQzeiIluhpzpMdY4ag3q,0.814,0.622,8,-7.573,1,0,1,0,119.976,259934,4,playlist_2014,1
Clean Bandit,Rather Be (feat. Jess Glynne),Rather Be (feat. Jess Glynne),2014-01-17,71,dance pop, edm,0,5118066,3s4U7OHV7gnj42VV72eSZ6,0.799,0.586,11,-6.735,1,0,0,0,120.97,227833,4,playlist_2014,1
Tinashe,Aquarius,2 On (feat. ScHoolboy Q),2014-10-01,71,alternative r&b, dance pop,1,2557565,3jVtllWS5CFFWLQng8sKsr,0.742,0.595,9,-7.51,1,0,0,0,101.013,227000,4,playlist_2014,0
Ed Sheeran,x (Deluxe Edition),Don't,2014-06-21,71,pop, uk pop,0,110635382,1huvTbEYtgltjQRXzrNKGi,0.806,0.608,1,-7.008,1,0,0,0,95.049,219840,4,playlist_2014,1
Bobby Shmurda,Hot N*gga,Hot N*gga,2014-07-25,71,nyc rap, pop rap,1,1418534,19gEmPjfqSZT0ulDRfjl0m,0.794,0.51,9,-7.314,1,0,0,0,167.879,194561,4,playlist_2014,0
Ellie Goulding,Halcyon Nights,Burn,2012-10-12,70,dance pop, edm,0,11765673,5lF0pHbsJ0QqyIrLweHJPW,0.555,0.772,1,-5.007,1,0,0,0,86.921,231213,4,playlist_2014,0
5 Seconds of Summer,5 Seconds Of Summer,She Looks So Perfect,2014-06-27,70,boy band, dance pop,0,9252355,1gugDOSMREb34Xo0c1PlxM,0.494,0.951,9,-4.237,1,0,0,0,160.025,202496,4,playlist_2014,0
ScHoolboy Q,Oxymoron (Deluxe),Man Of The Year,2014-01-01,70,gangster rap, hip hop,1,4435967,5SsR3wtCOafDmZgvIdRhSm,0.749,0.865,3,-5.228,1,0,0,0,111.914,216013,4,playlist_2014,0
Disclosure,Settle (Deluxe),Latch,2013-06-03,70,edm, house,0,2101132,1DunhgeZSEgWiIYbHqXl0c,0.729,0.735,1,-5.455,1,0,0,0,121.986,255867,4,playlist_2014,1
DJ Snake,Turn Down for What,Turn Down for What,2013-12-18,69,dance pop, edm,0,8423124,67awxiNHNyjMXhVgsHuIrs,0.818,0.799,1,-4.1,0,0,0,0,100.014,213733,4,playlist_2014,0
Sia,1000 Forms Of Fear (Deluxe Version),Chandelier,2015-05-04,69,australian dance, australian pop,0,25887391,2s1sdSqGcKxpPr5lCl7jAV,0.399,0.787,1,-2.88,1,0,0,0,117.089,216120,5,playlist_2014,1
Ed Sheeran,x (Deluxe Edition),Sing,2014-06-21,69,pop, uk pop,0,110635382,6K8qKeWo5MsFED7wCR6Kop,0.818,0.67,8,-4.451,0,0,0,0,119.988,235382,4,playlist_2014,1
Chris Brown,X (Expanded Edition),New Flame (feat. Usher & Rick Ross),2014-09-16,69,dance pop, r&b,1,18930345,3fBbfrWZUuWWrMQXFISr7N,0.702,0.629,1,-4.292,1,0,0,0,141.967,244227,4,playlist_2014,0
Kid Ink,My Own Lane (Expanded Edition),Show Me (feat. Chris Brown),2014-01-06,68,dance pop, hip hop,1,2962704,4q6dqyGM25sKFU8nYAGRe4,0.711,0.508,7,-7.299,1,0,0,0,98.098,217800,4,playlist_2014,1
George Ezra,Wanted on Voyage (Expanded Edition),Blame It on Me,2014-06-30,68,folk-pop, neo-singer-songwriter,0,3978584,2vzMWO0T008m86yDnXwkII,0.537,0.757,3,-3.374,1,0,0,0,103.882,196400,4,playlist_2014,0
DJ Snake,You Know You Like It,You Know You Like It,2014-10-14,68,dance pop, edm,0,8423124,57kR5SniQIbsbVoIjjOUDa,0.407,0.725,5,-5.346,0,0,0,0,196.093,247267,4,playlist_2014,0
Olly Murs,Never Been Better (Expanded Edition),Up (feat. Demi Lovato),2014-11-24,67,dance pop, pop,0,3290579,1RidHM9BC4M8DpfSQ6YLJh,0.692,0.831,9,-5.389,1,0,0,0,114.972,224294,4,playlist_2014,1
Enrique Iglesias,SEX AND LOVE (Deluxe),Bailando - Spanish Version,2014-01-01,67,latin pop, mexican pop,0,11124032,32lm3769IRfcnrQV11LO4E,0.723,0.777,7,-3.503,1,0,0,0,91.017,243413,4,playlist_2014,1
Iggy Azalea,The New Classic (Deluxe Version),Fancy,2014-01-01,67,australian hip hop, dance pop,1,6306516,3oiMJQAWVaxSubJ7b2VUtX,0.912,0.716,10,-4.141,0,0,0,0,94.981,199938,4,playlist_2014,0
Oliver Heldens,Gecko (Overdrive) [Radio Edit],Gecko (Overdrive) - Radio Edit,2014-06-03,66,dance pop, edm,0,986080,483XiZ5o13Cc1zoWV7jGml,0.609,0.885,0,-5.469,1,0,0,0,124.959,165441,4,playlist_2014,1
Natalie La Rose,Somebody,Somebody,2014-01-06,66,,,0,108326,7ioiB40H9xKs04QtIso2I3,0.83,0.52,0,-8.714,1,0,0,0,104.99,189907,4,playlist_2014,1
Sia,1000 Forms Of Fear (Deluxe Version),Elastic Heart,2015-05-04,66,australian dance, australian pop,0,25887391,5S9lfZu1YF8xKkgSsqL2Bd,0.421,0.791,9,-4.998,1,0,0,0,130.075,257200,4,playlist_2014,0
Tove Lo,Queen Of The Clouds,Talking Body,2014-09-24,66,dance pop, electropop,1,3318543,2tpfxAXiI52znho4WE3XFA,0.736,0.761,4,-5.449,0,0,0,0,119.999,238427,4,playlist_2014,0
Cold War Kids,Hold My Home,First,2014-10-31,66,alternative rock, garage rock,0,813935,3omXshBamrREltcf24gYDC,0.468,0.692,2,-4.015,1,0,0,0,78.009,200360,4,playlist_2014,1
Tiësto,A Town Called Paradise,Red Lights,2014-06-13,65,big room, brostep,0,6794085,5L2l7mI8J1USMzhsmdjat9,0.654,0.83,10,-4.801,1,0,0,0,124.989,262200,4,playlist_2014,1
Nicki Minaj,The Pinkprint (Deluxe),Anaconda,2014-12-15,65,dance pop, hip pop,1,27706642,794F99D5BQHS5ZGRXAs7I5,0.964,0.605,9,-6.223,1,0,0,0,129.994,260240,4,playlist_2014,1
Jason Derulo,Talk Dirty,Talk Dirty (feat. 2 Chainz),2013-09-10,65,dance pop, edm,1,11768818,6g6A7qNhTfUgOSH7ROOxTD,0.76,0.652,6,-7.321,1,0,0,0,100.315,177685,4,playlist_2014,1
Taylor Swift,1989 (Deluxe Edition),Style,2014-10-27,65,pop,,0,70367974,1fo2ctLqj3zBhRQKOXprol,0.588,0.791,7,-5.595,1,0,0,0,94.933,231000,4,playlist_2014,0
Sheppard,Bombs Away,Geronimo,2015-03-10,64,australian indie, australian pop,0,281338,19cL3SOKpwnwoKkII7U3Wh,0.705,0.78,7,-6.267,1,0,0,0,142.028,218228,4,playlist_2014,0
Nick Jonas,Nick Jonas X2,Jealous - Remix,2015-11-20,64,dance pop, edm,1,8839719,5NQJnRpJHRaupdegphntQT,0.684,0.71,11,-3.614,0,0,0,0,93.007,222187,4,playlist_2014,0
Beyoncé,BEYONCÉ [Platinum Edition],XO,2014-11-24,64,dance pop, pop,0,34011219,40xhyfAPDoMtv494MfPevP,0.47,0.793,0,-8.929,1,0,0,0,170.1,215947,4,playlist_2014,0
Iggy Azalea,The New Classic,Black Widow,2014-01-01,64,australian hip hop, dance pop,1,6306516,7pNC5ZIKtwUK0ReSpM3P9f,0.743,0.72,11,-3.753,1,0,0,0,163.99,209423,4,playlist_2014,1
Rita Ora,I Will Never Let You Down,I Will Never Let You Down,2014-03-31,64,dance pop, edm,0,8003271,2ia7iiEtpiOL2ZVuWxBZGB,0.753,0.801,4,-3.215,1,0,0,0,128.011,203467,4,playlist_2014,1
Sam Smith,In The Lonely Hour,Money On My Mind,2014-05-26,64,pop, uk pop,0,22131598,5XX9oGZfgKMXdHnEp4t2JB,0.688,0.841,2,-5.217,1,0,0,0,133.912,192670,4,playlist_2014,1
Zedd,Clarity (Deluxe),Stay The Night - Featuring Hayley Williams Of Paramore,2012,64,complextro, dance pop,0,5908616,2QtJA4gbwe1AcanB2p21aP,0.596,0.738,8,-3.109,1,0,0,0,127.961,217347,4,playlist_2014,0
Kiesza,Sound Of A Woman,Hideaway,2014-10-21,64,electropop, pop edm,0,290506,51tUT1gHE30GQPhn1agudM,0.838,0.72,7,-4.135,0,0,0,0,122.993,251987,4,playlist_2014,0
G.R.L.,G.R.L.,Ugly Heart,2014-07-29,63,dance pop, girl group,0,391645,3qqho4PnTn3zlMPBzWhFFD,0.65,0.786,9,-5.488,1,0,0,0,124.96,198307,4,playlist_2014,0
The Chainsmokers,#SELFIE,#SELFIE,2014-01-01,62,dance pop, edm,0,20005424,1HOlb9rdNOmy9b1Fakicjo,0.789,0.916,0,-3.262,1,0,0,0,127.956,183750,4,playlist_2014,1
Jason Derulo,Talk Dirty,Trumpets,2013-09-10,62,dance pop, edm,0,11768818,5KONnBIQ9LqCxyeSPin26k,0.635,0.691,0,-4.862,1,0,0,0,82.142,217419,4,playlist_2014,1
Trey Songz,Trigga Reloaded,Na Na,2015-06-23,62,dance pop, hip pop,0,7156026,5LIleJbUUgtvYnBW9wfY1W,0.67,0.476,9,-6.253,0,0,0,0,96.975,231907,4,playlist_2014,0
5 Seconds of Summer,5 Seconds Of Summer,Amnesia,2014-06-27,62,boy band, dance pop,0,9252355,1JCCdiru7fhstOIF4N7WJC,0.572,0.499,2,-5.237,1,0,0,0,101.593,237248,4,playlist_2014,0
Selena Gomez,For You,The Heart Wants What It Wants,2014-11-24,61,dance pop, pop,0,41035018,2dRvMEW4EwySxRUtEamSfG,0.616,0.789,7,-4.874,0,0,0,0,83.066,227360,4,playlist_2014,1
Olly Murs,Never Been Better (Expanded Edition),Wrapped Up (feat. Travie McCoy),2014-11-24,61,dance pop, pop,0,3290579,39lS97papXAI72StGRtZBo,0.787,0.837,1,-5.419,1,0,0,0,122.004,185629,4,playlist_2014,1
Tiësto,A Town Called Paradise (Deluxe),Wasted,2014-06-13,61,big room, brostep,0,6794085,7m3povhdMDLZwuEKak0l0n,0.638,0.816,2,-5.503,1,0,0,0,112.014,190014,4,playlist_2014,0
ZHU,THE NIGHTDAY,Faded,2014-09-11,59,edm, electro house,0,819216,2GQEM9JuHu30sGFvRYeCxz,0.867,0.477,9,-7.183,0,0,0,0,124.979,223480,4,playlist_2014,1
O.T. Genasis,CoCo,CoCo,2014-11-10,59,pop rap, rap,1,994213,2JI71GHwq2LN8mtq3iCLYo,0.886,0.628,8,-5.949,1,0,0,0,119.906,239574,4,playlist_2014,0
Howard Shore,The Hobbit: The Desolation of Smaug (Original Motion Picture Soundtrack),I See Fire,2013-12-10,59,pop, uk pop,0,110635382,1fu5IQSRgPxJL2OTP7FVLW,0.633,0.0519,10,-21.107,0,0,0,0,76.034,300747,4,playlist_2014,0
Mark Ronson,Uptown Special,Uptown Funk (feat. Bruno Mars),2015-01-12,81,dance pop, pop,1,1002253,32OlwWuMpZ6b0aN2RZOeMS,0.856,0.609,0,-7.223,1,0,0,0,114.988,269667,4,playlist_2015,1
Ed Sheeran,x (Deluxe Edition),Thinking out Loud,2014-06-21,82,pop, uk pop,0,110635382,34gCuhDGsG4bRPIf9bb02f,0.781,0.445,2,-6.061,1,0,0,0,78.998,281560,4,playlist_2015,1
Wiz Khalifa,See You Again (feat. Charlie Puth),See You Again (feat. Charlie Puth),2015,80,dance pop, hip hop,0,10958679,2JzZzZUQj3Qff7wapcbKjc,0.689,0.481,10,-7.503,1,0,0,0,80.025,229526,4,playlist_2015,0
Justin Bieber,Purpose (Deluxe),What Do You Mean?,2015-11-13,77,canadian pop, pop,0,70765340,4B0JvthVoAAuygILe3n4Bs,0.845,0.567,5,-8.118,0,0,0,0,125.02,205680,4,playlist_2015,1
Major Lazer,Peace Is The Mission (Extended),Lean On,2015-11-27,72,dance pop, edm,0,6341757,1Lim1Py7xBgbAkAys3AGAG,0.723,0.809,7,-3.081,0,0,0,0,98.007,176561,4,playlist_2015,0
The Weeknd,"Earned It (Fifty Shades Of Grey) [From The ""Fifty Shades Of Grey"" Soundtrack]","Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",2014-12-23,76,canadian contemporary r&b, canadian pop,0,61328755,2PIvq1pGrUjY007X5y1UpM,0.659,0.381,2,-5.922,0,0,0,0,119.844,252227,3,playlist_2015,0
Ellie Goulding,Delirium (Deluxe),"Love Me Like You Do - From ""Fifty Shades Of Grey""",2015-11-06,77,dance pop, edm,0,11765673,3zHq9ouUJQFQRf3cm1rRLu,0.262,0.606,8,-6.646,1,0,0,0,189.857,252534,4,playlist_2015,0
Avicii,The Days / Nights,The Nights,2014-01-01,85,dance pop, edm,0,22682798,0ct6r3EGTcMLPtrXHDvVjc,0.527,0.835,6,-5.298,1,0,0,0,125.983,176658,4,playlist_2015,1
The Neighbourhood,Wiped Out!,Daddy Issues,2015-10-30,84,modern alternative rock, modern rock,0,11980183,5E30LdtzQTGqRvNd7l6kG5,0.588,0.521,10,-9.461,1,0,0,0,85.012,260173,4,playlist_2015,0
Twenty One Pilots,Blurryface,Stressed Out,2015-05-15,84,modern rock, rock,0,23406928,3CRDbSIZ4r5MsZ0YwxuEkn,0.734,0.637,4,-5.677,0,0,0,0,169.977,202333,4,playlist_2015,1
Taylor Swift,1989,Blank Space,2014-10-27,77,pop,,0,70367974,1p80LdxRV74UKvL8gnD7ky,0.753,0.678,5,-5.421,1,0,0,0,96.006,231827,4,playlist_2015,1
Tame Impala,Currents,The Less I Know The Better,2015-07-17,83,australian psych, neo-psychedelic,1,6354445,6K4t31amVTZDgR3sKmwUJJ,0.64,0.74,4,-4.083,1,0,0,0,116.879,216320,4,playlist_2015,1
Justin Bieber,Purpose (Deluxe),Love Yourself,2015-11-13,83,canadian pop, pop,0,70765340,50kpGaPAhYJ3sGmk6vplg0,0.609,0.378,4,-9.828,1,0,0,0,100.418,233720,4,playlist_2015,1
The Weeknd,Beauty Behind The Madness,The Hills,2015-08-28,86,canadian contemporary r&b, canadian pop,1,61328755,7fBv7CLKzipRk6EC6TWHOB,0.585,0.564,0,-7.063,0,0,0,0,113.003,242253,4,playlist_2015,0
Ariana Grande,My Everything (Deluxe),One Last Time,2014-08-25,82,dance pop, pop,0,88885727,7xoUc6faLbCqZO6fQEYprd,0.628,0.593,8,-5.036,1,0,0,0,125.026,197267,4,playlist_2015,0
Bryson Tiller,T R A P S O U L,Don't,2015-10-02,82,kentucky hip hop, pop,1,6720218,3pXF1nA74528Edde4of9CC,0.765,0.356,11,-5.556,0,0,0,0,96.991,198293,4,playlist_2015,0
Rihanna,Bitch Better Have My Money,Bitch Better Have My Money,2015-03-26,82,barbadian pop, pop,1,53901957,0NTMtAO2BV4tnGvw9EgBVq,0.781,0.728,1,-4.981,1,0,0,0,102.99,219306,4,playlist_2015,0
WALK THE MOON,TALKING IS HARD,Shut Up and Dance,2014-12-02,82,dance rock, indie poptimism,0,2042166,4kbj5MwxO1bq9wjT5g9HaA,0.578,0.866,1,-3.804,1,0,0,0,128.038,199080,4,playlist_2015,1
Avicii,Stories,Waiting For Love,2015-10-02,81,dance pop, edm,0,22682798,2P4OICZRVAQcYAV2JReRfj,0.579,0.736,6,-3.863,0,0,0,0,127.999,230613,4,playlist_2015,1
The Weeknd,Beauty Behind The Madness,Can't Feel My Face,2015-08-28,82,canadian contemporary r&b, canadian pop,0,61328755,22VdIZQfgXJea34mQxlt81,0.705,0.769,9,-5.526,0,0,0,0,107.949,213520,4,playlist_2015,1
Justin Bieber,Purpose (Deluxe),Sorry,2015-11-13,81,canadian pop, pop,0,70765340,09CtPGIpYB4BrO8qb1RGsF,0.654,0.76,0,-3.669,0,0,0,0,99.945,200787,4,playlist_2015,0
BØRNS,Dopamine,Electric Love,2015-10-16,79,modern rock, pop,0,1127947,2GiJYvgVaD2HtM8GqD9EgQ,0.611,0.797,6,-7.627,0,0,0,0,120.041,218107,4,playlist_2015,1
Pitbull,Globalization,Time of Our Lives,2014-11-21,79,dance pop, miami hip hop,1,9899665,2bJvI42r8EF3wxjOuDav4r,0.721,0.802,1,-5.797,1,0,0,0,124.022,229360,4,playlist_2015,1
Fall Out Boy,American Beauty/American Psycho,Centuries,2015-01-20,79,emo, modern rock,0,9890506,04aAxqtGp5pv12UXAg4pkq,0.393,0.858,4,-2.868,0,0,0,0,176.042,228360,4,playlist_2015,1
KALEO,A/B,Way down We Go,2016-06-10,79,icelandic indie, icelandic rock,0,1537610,0y1QJc3SJVPKJ1OvFmFqe6,0.489,0.505,10,-8.022,0,0,0,0,163.255,213707,4,playlist_2015,0
Calvin Harris,Motion,Outside (feat. Ellie Goulding),2014-10-31,79,dance pop, edm,0,23266323,7MmG8p0F9N3C4AXdK6o6Eb,0.646,0.823,2,-4.123,0,0,0,0,128.035,227267,4,playlist_2015,0
Ariana Grande,My Everything (Deluxe),Love Me Harder,2014-08-25,78,dance pop, pop,0,88885727,5J4ZkQpzMUFojo1CtAZYpn,0.472,0.714,1,-4.389,0,0,0,0,98.992,236133,4,playlist_2015,0
One Direction,Made In The A.M. (Deluxe Edition),Drag Me Down,2015-11-13,78,boy band, pop,0,30139275,2K87XMYnUMqLcX3zvtAF4G,0.73,0.703,0,-5.672,0,0,0,0,138.113,192120,4,playlist_2015,1
Sam Smith,In The Lonely Hour,Like I Can,2014-05-26,78,pop, uk pop,0,22131598,2TeLIzFBe3hxkPR5FIQZut,0.656,0.627,7,-6.627,0,0,0,0,99.933,167066,4,playlist_2015,0
Rihanna,FourFiveSeconds,FourFiveSeconds,2015-01-24,78,barbadian pop, pop,0,53901957,78TTtXnFQPzwqlbtbwqN0y,0.582,0.272,2,-5.662,1,0,0,0,205.846,188238,4,playlist_2015,0
R. City,What Dreams Are Made Of,Locked Away (feat. Adam Levine),2015-10-09,78,reggae fusion, virgin islands reggae,0,134357,7x5xYW5W42OGPAdHUyyguy,0.509,0.671,1,-5.709,1,0,0,0,118.413,227480,5,playlist_2015,1
Demi Lovato,Confident,Cool for the Summer,2015-01-01,78,dance pop, pop,1,24516089,3uwnnTQcHM1rDqSfA4gQNz,0.583,0.61,5,-5.639,0,0,0,0,114.06,214740,4,playlist_2015,0
One Direction,Made In The A.M. (Deluxe Edition),Perfect,2015-11-13,78,boy band, pop,0,30139275,3NLnwwAQbbFKcEcV8hDItk,0.647,0.823,2,-5.231,1,0,0,0,99.933,230333,4,playlist_2015,0
Meghan Trainor,Title (Deluxe),Like I'm Gonna Lose You (feat. John Legend),2015-01-09,77,dance pop, hip pop,0,13097789,2YlZnw2ikdb837oKMKjBkW,0.63,0.53,0,-7.259,1,0,0,0,108.038,225053,3,playlist_2015,0
Drake,Views,Hotline Bling,2016-05-06,77,canadian hip hop, canadian pop,0,73357492,0wwPcA6wtMf6HUMpIRdeP7,0.891,0.628,2,-7.863,1,0,0,0,134.966,267067,4,playlist_2015,1
Zara Larsson,So Good,Lush Life,2017-03-17,77,dance pop, edm,0,10378877,1rIKgCH4H52lrvDcz50hS8,0.694,0.712,7,-3.923,0,0,0,0,98.023,201122,4,playlist_2015,1
Hozier,Hozier (Expanded Edition),Take Me to Church,2014-09-19,76,irish singer-songwriter, pop,0,5560793,1CS7Sd1u5tWkstBhpssyjP,0.566,0.664,4,-5.303,0,0,0,0,128.945,241693,4,playlist_2015,0
Calvin Harris,How Deep Is Your Love,How Deep Is Your Love,2015-07-17,76,dance pop, edm,0,23266323,22mek4IiqubGD9ctzxc69s,0.738,0.868,11,-4.373,0,0,0,0,122.003,212640,4,playlist_2015,0
Rachel Platten,Wildfire,Fight Song,2016-01-01,76,dance pop, neo mellow,0,860755,37f4ITSlgPX81ad2EvmVQr,0.564,0.714,7,-4.987,1,0,0,0,175.924,204013,4,playlist_2015,0
Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),Chill Bill (feat. J. Davi$ & Spooks),2016-06-17,76,san diego rap,,1,245658,5uDASfU19gDxSjW8cnCaBp,0.886,0.427,6,-10.028,1,0,0,0,108.034,177184,4,playlist_2015,0
Robin Schulz,Sugar,Sugar (feat. Francesco Yates),2015-09-25,75,dance pop, deep euro house,0,3044277,5tf1VVWniHgryyumXyJM7w,0.636,0.815,5,-5.098,0,0,0,0,123.063,219043,4,playlist_2015,1
Flo Rida,My House,My House,2015-04-07,75,dance pop, edm,0,8809849,6Knv6wdA0luoMUuuoYi2i1,0.688,0.702,7,-4.792,0,0,0,0,94.006,192191,4,playlist_2015,1
Taylor Swift,1989,Style,2014-10-27,75,pop,,0,70367974,4lIxdJw6W3Fg4vUIYCB0S5,0.598,0.786,2,-5.572,1,0,0,0,95.019,231000,4,playlist_2015,0
X Ambassadors,VHS,Renegades,2015-06-30,75,electropop, modern alternative rock,0,2829673,0fYVliAYKHuPmECRs1pbRf,0.526,0.862,2,-6.003,1,0,0,0,90.052,195200,4,playlist_2015,1
Shawn Mendes,Handwritten,Stitches,2015-04-14,75,canadian pop, dance pop,0,41138446,5jsw9uXEGuKyJzs0boZ1bT,0.752,0.754,1,-6.684,1,0,0,0,149.789,206880,4,playlist_2015,1
Kygo,Cloud Nine,Firestone,2016-05-13,75,edm, pop,0,8310791,1I8tHoNBFTuoJAlh4hfVVE,0.704,0.634,11,-7.374,0,0,0,0,113.927,271640,4,playlist_2015,0
The Weeknd,Beauty Behind The Madness,In The Night,2015-08-28,75,canadian contemporary r&b, canadian pop,1,61328755,25KybV9BOUlvcnv7nN3Pyo,0.505,0.68,7,-4.993,1,0,0,0,168.022,235653,3,playlist_2015,1
Jeremih,Late Nights: The Album,oui,2015-12-04,75,chicago rap, dance pop,0,6213746,0PJIbOdMs3bd5AT8liULMQ,0.418,0.724,5,-3.724,1,0,0,0,78.521,238320,5,playlist_2015,1
Meghan Trainor,Title (Deluxe),Dear Future Husband,2015-01-09,75,dance pop, hip pop,0,13097789,3cU2wBxuV6nFiuf6PJZNlC,0.655,0.782,1,-4.789,1,0,0,0,79.427,184227,4,playlist_2015,1
Selena Gomez,The Heart Wants What It Wants,The Heart Wants What It Wants,2014-01-01,74,dance pop, pop,0,41035018,6wJwkMo278iWVlWl1XQ4WA,0.616,0.789,7,-4.874,0,0,0,0,83.066,227373,4,playlist_2015,1
Galantis,Pharmacy,Runaway (U & I),2015-06-05,74,dance pop, edm,0,3335903,46lFttIf5hnUZMGvjK0Wxo,0.506,0.805,1,-4.119,1,0,0,0,126.008,227074,4,playlist_2015,0
Kendrick Lamar,To Pimp A Butterfly,King Kunta,2015-03-16,74,conscious hip hop, hip hop,1,23326954,0N3W5peJUQtI4eyR6GJT5O,0.884,0.657,6,-4.569,0,0,0,0,107.059,234693,4,playlist_2015,0
Adele,25,When We Were Young,2015-11-20,74,british soul, pop,0,47145453,7GgWAITsYJaRM3r50rfh5w,0.376,0.595,3,-5.936,1,0,0,0,144.361,290900,4,playlist_2015,0
Jason Derulo,Everything Is 4,Want to Want Me,2015-05-29,73,dance pop, edm,0,11768818,7oGZAicScQt96OAW4AruYy,0.775,0.68,0,-5.508,0,0,0,0,114.025,207719,4,playlist_2015,1
Fetty Wap,679 (feat. Remy Boyz),679 (feat. Remy Boyz),2015-06-29,73,dance pop, new jersey rap,1,4459473,5NQbUaeTEOGdD6hHcre0dZ,0.618,0.717,7,-5.738,1,0,0,0,190.05,196693,4,playlist_2015,1
Little Mix,Get Weird (Expanded Edition),Black Magic,2015-11-06,73,dance pop, girl group,0,11254980,6rmXhRIemCTPyMYZRDN7Qg,0.776,0.875,4,-5.535,1,0,0,0,111.988,211786,4,playlist_2015,1
Kygo,Cloud Nine,Stole the Show,2016-05-13,73,edm, pop,0,8310791,5masKPHeAOVNgxdLebIcK7,0.64,0.635,8,-7.565,0,0,0,0,100.034,223187,4,playlist_2015,0
Jack Ü,Skrillex and Diplo present Jack Ü,Where Are Ü Now (with Justin Bieber),2015-02-24,73,dance pop, edm,0,1079922,66hayvUbTotekKU3H4ta1f,0.432,0.781,4,-4.038,0,0,0,0,139.432,250286,4,playlist_2015,0
Big Sean,Dark Sky Paradise,I Don't Fuck With You,2015-02-24,73,detroit hip hop, hip hop,1,10728893,7FYH5AW3bVfZHJIQpq3UOA,0.824,0.733,1,-5.474,1,0,0,0,97.972,284387,4,playlist_2015,0
